"n","K","mu_x","sigma_x_sq","icc_x","beta_1","beta_2","beta_3","beta_4","bar_W","sigma_gamma_sq","cond_icc","p.val","sd.model","sd.model.approx","sigma.gamma.sq.model","sd.ss","beta4.ss","power.ss","R","time"
20,32,0,1,0,0.1,-0.1,0.2,0,0.5,0.1,0.0294996725701409,0.992133572992861,0.165056000339476,0.162300494570221,0.331810918118879,0.162361404994873,2.1984336448352,5.00000000000001,1000,1.13474553028742
20,32,0,1,0,0.1,-0.1,0.2,0.5,0.5,0.1,0.0294996725701409,0.00118812433103373,0.176825047880978,0.176357801761527,0.063073067615097,0.174711281581421,2.04303220795216,81.6445830421262,1000,1.13474553028742
20,32,0,1,0,0.1,-0.1,0.2,0,0.5,0.1,0.0294996725701409,0.659911165405599,0.168172571251539,0.166992036881117,0.106736932005494,0.162536927807143,2.19605956738008,5.00000000000001,1000,1.13474553028742
20,32,0,1,0,0.1,-0.1,0.2,0.5,0.5,0.1,0.0294996725701409,0.188631450854125,0.178028056360154,0.178028152942689,0,0.174574226758653,2.04463615271748,81.7042033664077,1000,1.13474553028742
20,32,0,1,0,0.1,-0.1,0.2,0,0.5,0.1,0.0294996725701409,0.566198597216638,0.168533346406416,0.167031697562956,0.0850400503016694,0.162656490894616,2.19444532093528,5.00000000000001,1000,1.13474553028742
20,32,0,1,0,0.1,-0.1,0.2,0.5,0.5,0.1,0.0294996725701409,0.00372679327796456,0.171960957271097,0.170900950248834,0.105485695706806,0.174822719775307,2.04172990685767,81.596086175653,1000,1.13474553028742
20,32,0,1,0,0.1,-0.1,0.2,0,0.5,0.1,0.0294996725701409,0.928050292899359,0.156560171811313,0.154941006976163,0.134689978522597,0.162693284511619,2.1939490399676,5.00000000000001,1000,1.13474553028742
20,32,0,1,0,0.1,-0.1,0.2,0.5,0.5,0.1,0.0294996725701409,0.00051517755980757,0.188629408317379,0.188090040219471,0.0656130114574812,0.174976993954109,2.0399297490335,81.5289182351363,1000,1.13474553028742
20,32,0,1,0,0.1,-0.1,0.2,0,0.5,0.1,0.0294996725701409,0.672925406115976,0.164884763466655,0.163716638076847,0.0962614529522477,0.162304924920963,2.19919867211214,5.00000000000001,1000,1.13474553028742
20,32,0,1,0,0.1,-0.1,0.2,0.5,0.5,0.1,0.0294996725701409,0.0830616332626343,0.171832240051878,0.171607689761951,0.0095141900026398,0.175040547144917,2.03918909752909,81.5012386672458,1000,1.13474553028742
