"k_max","n_per","sd_n_per","p_trt","scenario","Delta.est","Delta.mean","Delta.sd.scale","gamma","icc_y","icc_x","mu_x","sigma_x_sq","sigma_eps_sq","p_value_ci","p_value_pi","p_value_truedelta","p_value_ci_residuals","p_value_pi_residuals","p_value_truedelta_residuals","p_value_z_score","p_val_sw_cor","p_value_lr_test","time","R"
20,50,0,0.5,1,1.02725017202525,1,1,1e-04,0.1,0.01,0,1,0.1,0.648802594810379,0.578942315369261,0.592814371257485,0.00409201596806387,0.00209600798403194,0.00199600798403194,0.629508292494533,0.629615448586252,0.628692355358813,6.79602366288503,500
20,50,0,0.5,2,1.06490767773496,1,1,1e-04,0.1,0.01,0,1,0.1,0.0380241516966068,0.0120760479041916,0.0159680638722555,0.00209600798403194,0.00209600798403194,0.00199600798403194,0,3.91013828242484e-33,2.81539967902211e-33,6.79602366288503,500
20,50,0,0.5,3,1.03525684449665,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.0180640718562874,0.00608802395209581,0.00598802395209581,0.281414295811631,0.281678353796101,0.277997612683705,6.79602366288503,500
20,50,0,0.5,4,2.1908101906013,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.000157593303515613,0.0001669461890843,0.000161002157951964,6.79602366288503,500
20,50,0,0.5,1,1.07971067100504,1,1,1e-04,0.1,0.01,0,1,0.1,0.692714770459082,0.622854491017964,0.590818363273453,0.00808403193612774,0.00409201596806387,0.00199600798403194,0.183266582726769,0.183571815402959,0.183854426283966,6.79602366288503,500
20,50,0,0.5,2,0.979499095093635,1,1,1e-04,0.1,0.01,0,1,0.1,0.0100800399201597,0.00608802395209581,0.00399201596806387,0.00808403193612774,0.00209600798403194,0.00199600798403194,0,5.30415521586121e-50,3.6209087208801e-50,6.79602366288503,500
20,50,0,0.5,3,1.07944310710189,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00608802395209581,0.00209600798403194,0.00199600798403194,0.525218557348218,0.525365926692858,0.529116836516408,6.79602366288503,500
20,50,0,0.5,4,2.18080189248985,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.018240437989292,0.0184323155053578,0.0181698953502972,6.79602366288503,500
20,50,0,0.5,1,1.06369689986061,1,1,1e-04,0.1,0.01,0,1,0.1,0.225648902195609,0.193712774451098,0.193612774451098,0.0220560878243513,0.0160680638722555,0.00998003992015968,0.419080936545885,0.419275511535639,0.414404594258906,6.79602366288503,500
20,50,0,0.5,2,1.07687158776187,1,1,1e-04,0.1,0.01,0,1,0.1,0.225648902195609,0.187724750499002,0.221556886227545,0.00808403193612774,0.00209600798403194,0.00399201596806387,0,2.25525251220205e-51,1.46134429976406e-51,6.79602366288503,500
