"k_max","n_per","sd_n_per","p_trt","scenario","Delta.est","Delta.mean","Delta.sd.scale","gamma","icc_y","icc_x","mu_x","sigma_x_sq","sigma_eps_sq","p_value_ci","p_value_pi","p_value_truedelta","p_value_ci_residuals","p_value_pi_residuals","p_value_truedelta_residuals","p_value_z_score","p_val_sw_cor","p_value_lr_test","time","R"
20,50,0,0.5,1,1.02880934622109,1,1,1e-04,0.1,0.01,0,1,0.1,0.413273652694611,0.357385429141717,0.367265469061876,0.0120760479041916,0.00409201596806387,0.00798403193612774,0.718005037655928,0.718082582420972,0.716120274617308,6.78642241954803,500
20,50,0,0.5,2,1.06070453161683,1,1,1e-04,0.1,0.01,0,1,0.1,0.0280441117764471,0.0140720558882236,0.0159680638722555,0.00808403193612774,0.00209600798403194,0.00199600798403194,0,1.03786813460957e-49,9.02552875355699e-50,6.78642241954803,500
20,50,0,0.5,3,1.07278621062623,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.949645951261283,0.949658758009626,0.945496027382346,6.78642241954803,500
20,50,0,0.5,4,2.09609421253373,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.679630358733441,0.679719243681268,0.679036477120615,6.78642241954803,500
20,50,0,0.5,1,0.937286247027372,1,1,1e-04,0.1,0.01,0,1,0.1,0.580938323353293,0.529042115768463,0.536926147704591,0.00409201596806387,0.00209600798403194,0.00199600798403194,0.113868001422321,0.114188070037071,0.110793926694262,6.78642241954803,500
20,50,0,0.5,2,1.01416725946001,1,1,1e-04,0.1,0.01,0,1,0.1,0.0779443113772455,0.0599802395209581,0.0538922155688623,0.00409201596806387,0.00209600798403194,0.00199600798403194,0,1.79240649711248e-40,1.29743677716668e-40,6.78642241954803,500
20,50,0,0.5,3,1.07107956686961,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00808403193612774,0.00409201596806387,0.00598802395209581,0.924505950182747,0.924525209029535,0.92621217326458,6.78642241954803,500
20,50,0,0.5,4,2.45913874242989,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.000120853494814943,0.000128529956250976,0.00012799013227261,6.78642241954803,500
20,50,0,0.5,1,1.04415970364186,1,1,1e-04,0.1,0.01,0,1,0.1,0.335429341317365,0.303493213572854,0.295409181636727,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.490037367810117,0.490198989393732,0.500497295031271,6.78642241954803,500
20,50,0,0.5,2,0.993981381771398,1,1,1e-04,0.1,0.01,0,1,0.1,0.0380241516966068,0.032036127744511,0.0359281437125748,0.11387245508982,0.093912375249501,0.103792415169661,0,5.36743976463379e-44,4.7868846013332e-44,6.78642241954803,500
