"k_max","n_per","sd_n_per","p_trt","scenario","Delta.est","Delta.mean","Delta.sd.scale","gamma","icc_y","icc_x","mu_x","sigma_x_sq","sigma_eps_sq","p_value_ci","p_value_pi","p_value_truedelta","p_value_ci_residuals","p_value_pi_residuals","p_value_truedelta_residuals","p_value_z_score","p_val_sw_cor","p_value_lr_test","time","R"
20,50,0,0.5,1,0.887339969538477,1,1,1e-04,0.1,0.01,0,1,0.1,0.539022155688623,0.453193812375249,0.469061876247505,0.0120760479041916,0.00409201596806387,0.00598802395209581,0.911690953698702,0.911713493744234,0.913614282406534,6.93896175225576,500
20,50,0,0.5,2,1.02912552991839,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.0380241516966068,0.0120760479041916,0.0119760479041916,0,1.55360266424056e-41,1.17338802027944e-41,6.93896175225576,500
20,50,0,0.5,3,1.11664028060075,1,1,1e-04,0.1,0.01,0,1,0.1,0.00409201596806387,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.994306496483524,0.99430793699842,0.9890311997489,6.93896175225576,500
20,50,0,0.5,4,2.19661072197787,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.000291334926919129,0.000306096786644965,0.000297155796314927,6.93896175225576,500
20,50,0,0.5,1,1.08886608041921,1,1,1e-04,0.1,0.01,0,1,0.1,0.351397405189621,0.323453293413174,0.267465069860279,0.0919163672654691,0.0240520958083832,0.0199600798403194,0.664410483504345,0.664505088516679,0.663330500897807,6.93896175225576,500
20,50,0,0.5,2,0.894771393778144,1,1,1e-04,0.1,0.01,0,1,0.1,0.0779443113772455,0.0539922155688623,0.0558882235528942,0.00409201596806387,0.00209600798403194,0.00199600798403194,0,3.51970466579664e-50,1.89533676431923e-50,6.93896175225576,500
20,50,0,0.5,3,1.04027513683016,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.513292982907005,0.513444136453705,0.513053611242,6.93896175225576,500
20,50,0,0.5,4,2.09886108604807,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.0103110504100077,0.0104565831147954,0.01028833779439,6.93896175225576,500
20,50,0,0.5,1,1.03252250698608,1,1,1e-04,0.1,0.01,0,1,0.1,0.447205788423154,0.43323373253493,0.431137724550898,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.22947149024935,0.22975985420744,0.228692225830536,6.93896175225576,500
20,50,0,0.5,2,1.04422213995037,1,1,1e-04,0.1,0.01,0,1,0.1,0.00608802395209581,0.00209600798403194,0.00199600798403194,0.00409201596806387,0.00209600798403194,0.00199600798403194,0,8.76076161007316e-46,7.88437931052998e-46,6.93896175225576,500
20,50,0,0.5,3,1.00327144983039,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00409201596806387,0.00209600798403194,0.00199600798403194,0.760261425704701,0.760325545404882,0.754149638125987,6.93896175225576,500
20,50,0,0.5,4,2.19082646745041,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.22435648341358,0.224644955345331,0.220565571973607,6.93896175225576,500
20,50,0,0.5,1,1.02727156096562,1,1,1e-04,0.1,0.01,0,1,0.1,0.56696626746507,0.545010179640719,0.548902195608782,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.90408736780968,0.904111931436882,0.895221121749146,6.93896175225576,500
20,50,0,0.5,2,0.956880010731807,1,1,1e-04,0.1,0.01,0,1,0.1,0.0659682634730539,0.0400201596806387,0.031936127744511,0.0759483033932136,0.0519962075848303,0.0419161676646707,0,7.33080786597332e-46,5.50121593686526e-46,6.93896175225576,500
20,50,0,0.5,3,1.09682652438354,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.0539822144635407,0.0542681391924359,0.0552820438039751,6.93896175225576,500
20,50,0,0.5,4,2.18370982279626,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.515314301731145,0.51546508808691,0.499186395534958,6.93896175225576,500
20,50,0,0.5,1,1.01801670522182,1,1,1e-04,0.1,0.01,0,1,0.1,0.0539922155688623,0.0400201596806387,0.0399201596806387,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.438329962916355,0.43851563359463,0.432653842596528,6.93896175225576,500
20,50,0,0.5,2,1.0536333359893,1,1,1e-04,0.1,0.01,0,1,0.1,0.00608802395209581,0.00209600798403194,0.00199600798403194,0.0180640718562874,0.00409201596806387,0.00598802395209581,0,2.84361638644098e-45,1.63345836369692e-45,6.93896175225576,500
20,50,0,0.5,3,1.12391798809199,1,1,1e-04,0.1,0.01,0,1,0.1,0.00409201596806387,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.484051882409827,0.484216240529971,0.485746827387135,6.93896175225576,500
20,50,0,0.5,4,2.21796715399743,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.655140219083927,0.655237381818882,0.658452133822049,6.93896175225576,500
20,50,0,0.5,1,0.960976024940197,1,1,1e-04,0.1,0.01,0,1,0.1,0.716666866267465,0.668762674650699,0.678642714570858,0.00409201596806387,0.00209600798403194,0.00199600798403194,0.0840583142206237,0.0843725312682811,0.0868420814049917,6.93896175225576,500
20,50,0,0.5,2,1.02276598333572,1,1,1e-04,0.1,0.01,0,1,0.1,0.00608802395209581,0.00209600798403194,0.00199600798403194,0.0519962075848303,0.0280441117764471,0.0279441117764471,0,2.64927263194146e-33,2.69917962468973e-33,6.93896175225576,500
20,50,0,0.5,3,1.00249451057381,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00808403193612774,0.00209600798403194,0.00199600798403194,0.953961286275244,0.953973020578279,0.952597321594658,6.93896175225576,500
20,50,0,0.5,4,2.22687473386983,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.174286439305591,0.174594129972383,0.175970074604655,6.93896175225576,500
20,50,0,0.5,1,0.977983015450587,1,1,1e-04,0.1,0.01,0,1,0.1,0.42325369261477,0.377345508982036,0.393213572854291,0.0240520958083832,0.00209600798403194,0.00598802395209581,0.0791250170061184,0.0794360578847817,0.0796337677678609,6.93896175225576,500
20,50,0,0.5,2,1.07598041491341,1,1,1e-04,0.1,0.01,0,1,0.1,0.0559882235528942,0.0200600798403194,0.031936127744511,0.0140720558882236,0.00409201596806387,0.00399201596806387,0,4.74048260601985e-55,3.8079257034595e-55,6.93896175225576,500
20,50,0,0.5,3,0.958905587833071,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00409201596806387,0.00209600798403194,0.00399201596806387,0.981329440669885,0.98133415261508,0.982065342794533,6.93896175225576,500
20,50,0,0.5,4,2.1611513526842,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,4.71851818619751e-05,5.09184731645908e-05,4.66306179282359e-05,6.93896175225576,500
20,50,0,0.5,1,1.01119803471193,1,1,1e-04,0.1,0.01,0,1,0.1,0.347405389221557,0.291517165668663,0.307385229540918,0.0120760479041916,0.00808403193612774,0.00998003992015968,0.686176706419626,0.686263792509344,0.674801932631189,6.93896175225576,500
20,50,0,0.5,2,1.02490174788519,1,1,1e-04,0.1,0.01,0,1,0.1,0.0100800399201597,0.00608802395209581,0.00798403193612774,0.00409201596806387,0.00209600798403194,0.00199600798403194,0,2.64921202063666e-38,1.93725976679706e-38,6.93896175225576,500
20,50,0,0.5,3,1.12866607141575,1,1,1e-04,0.1,0.01,0,1,0.1,0.0180640718562874,0.0160680638722555,0.00399201596806387,0.00409201596806387,0.00209600798403194,0.00199600798403194,0.173070494049228,0.173379077879185,0.175746394313981,6.93896175225576,500
20,50,0,0.5,4,2.23498700724142,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.68566137138067,0.685748499997637,0.697289445481228,6.93896175225576,500
20,50,0,0.5,1,0.973895661244687,1,1,1e-04,0.1,0.01,0,1,0.1,0.570958283433134,0.497105988023952,0.491017964071856,0.0879243512974052,0.0679642714570858,0.0578842315369262,0.77653532950497,0.776594869054765,0.782967134730051,6.93896175225576,500
20,50,0,0.5,2,0.911757675685626,1,1,1e-04,0.1,0.01,0,1,0.1,0.00409201596806387,0.00209600798403194,0.00199600798403194,0.0100800399201597,0.00808403193612774,0.00399201596806387,0,2.51946300464928e-37,2.92279300497049e-37,6.93896175225576,500
20,50,0,0.5,3,1.12731857341473,1,1,1e-04,0.1,0.01,0,1,0.1,0.00409201596806387,0.00209600798403194,0.00399201596806387,0.00608802395209581,0.00209600798403194,0.00199600798403194,0.0747555784578573,0.0750619809861531,0.074022592234811,6.93896175225576,500
20,50,0,0.5,4,2.27880075096104,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00323588366067518,0.00331113272890784,0.00320449888106315,6.93896175225576,500
20,50,0,0.5,1,1.02630897021596,1,1,1e-04,0.1,0.01,0,1,0.1,0.177744710578842,0.153792614770459,0.145708582834331,0.0360281437125749,0.0280441117764471,0.0259481037924152,0.603717265903089,0.603833527863257,0.608252169514181,6.93896175225576,500
20,50,0,0.5,2,1.09634300524126,1,1,1e-04,0.1,0.01,0,1,0.1,0.0160680638722555,0.0100800399201597,0.00798403193612774,0.00209600798403194,0.00209600798403194,0.00199600798403194,0,1.10322446615121e-49,2.44145249625777e-49,6.93896175225576,500
20,50,0,0.5,3,1.02412280684924,1,1,1e-04,0.1,0.01,0,1,0.1,0.00409201596806387,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.616663174783425,0.616773794329706,0.61084646032539,6.93896175225576,500
20,50,0,0.5,4,2.20949584970237,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.146204775893195,0.146519805725989,0.142980122823153,6.93896175225576,500
