"k_max","n_per","sd_n_per","p_trt","scenario","Delta.est","Delta.mean","Delta.sd.scale","gamma","icc_y","icc_x","mu_x","sigma_x_sq","sigma_eps_sq","p_value_ci","p_value_pi","p_value_truedelta","p_value_ci_residuals","p_value_pi_residuals","p_value_truedelta_residuals","p_value_z_score","p_val_sw_cor","p_value_lr_test","time","R"
20,50,0,0.5,1,0.984233088052263,1,1,1e-04,0.1,0.01,0,1,0.1,0.82445129740519,0.714670858283433,0.748502994011976,0.0160680638722555,0.00808403193612774,0.00598802395209581,0.208306949746179,0.208605438414255,0.208377815393615,6.6818909684817,500
20,50,0,0.5,2,1.00943682503763,1,1,1e-04,0.1,0.01,0,1,0.1,0.0140720558882236,0.00608802395209581,0.00598802395209581,0.0120760479041916,0.00608802395209581,0.00598802395209581,0,3.85541758866937e-37,2.82894155014166e-37,6.6818909684817,500
20,50,0,0.5,3,1.14904644059831,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.971233580277907,0.971240839703263,0.978199865201053,6.6818909684817,500
20,50,0,0.5,4,2.17980177137628,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00928834425526537,0.00942634708980309,0.0093871104804691,6.6818909684817,500
20,50,0,0.5,1,0.964212178248819,1,1,1e-04,0.1,0.01,0,1,0.1,0.0519962075848303,0.0260481037924152,0.029940119760479,0.00608802395209581,0.00409201596806387,0.00399201596806387,0.551085969031546,0.551222506358117,0.556010991304909,6.6818909684817,500
20,50,0,0.5,2,1.00620099733521,1,1,1e-04,0.1,0.01,0,1,0.1,0.0120760479041916,0.00608802395209581,0.00399201596806387,0.00608802395209581,0.00209600798403194,0.00199600798403194,0,7.88095704327427e-43,5.18411587506098e-43,6.6818909684817,500
20,50,0,0.5,3,1.00339242141094,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.828109327373659,0.82815391424187,0.832487269407173,6.6818909684817,500
20,50,0,0.5,4,2.20908510867986,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.0367288923892761,0.0369834846978765,0.0354187526911656,6.6818909684817,500
20,50,0,0.5,1,0.98128797505532,1,1,1e-04,0.1,0.01,0,1,0.1,0.564970259481038,0.50509001996008,0.542914171656687,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.329572366400147,0.329812062868903,0.328097062935911,6.6818909684817,500
20,50,0,0.5,2,0.878745623954477,1,1,1e-04,0.1,0.01,0,1,0.1,0.0120760479041916,0.00608802395209581,0.00798403193612774,0.0240520958083832,0.0180640718562874,0.0179640718562874,0,2.20998061208404e-39,1.66038764347948e-39,6.6818909684817,500
