"k_max","n_per","sd_n_per","p_trt","scenario","Delta.est","Delta.mean","Delta.sd.scale","gamma","icc_y","icc_x","mu_x","sigma_x_sq","sigma_eps_sq","p_value_ci","p_value_pi","p_value_truedelta","p_value_ci_residuals","p_value_pi_residuals","p_value_truedelta_residuals","p_value_z_score","p_val_sw_cor","p_value_lr_test","time","R"
20,50,0,0.5,1,1.06572313529371,1,1,1e-04,0.1,0.01,0,1,0.1,0.109880439121756,0.0719562874251497,0.0658682634730539,0.00608802395209581,0.00209600798403194,0.00199600798403194,0.478113815397443,0.478281424338327,0.479216307170946,6.85970106522242,500
20,50,0,0.5,2,0.935135595682749,1,1,1e-04,0.1,0.01,0,1,0.1,0.032036127744511,0.0180640718562874,0.0199600798403194,0.00608802395209581,0.00209600798403194,0.00199600798403194,0,5.82955040597294e-46,4.27573660319694e-46,6.85970106522242,500
20,50,0,0.5,3,1.01768227353098,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.559859528918933,0.559992414963059,0.568042919971339,6.85970106522242,500
20,50,0,0.5,4,2.13028173734596,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.0975741353540849,0.0978890869245988,0.0971336966567638,6.85970106522242,500
20,50,0,0.5,1,0.904010256198724,1,1,1e-04,0.1,0.01,0,1,0.1,0.287525149700599,0.271557085828343,0.269461077844311,0.0100800399201597,0.00409201596806387,0.00199600798403194,0.291921055269546,0.292179779147503,0.288936970771681,6.85970106522242,500
20,50,0,0.5,2,1.03086367538088,1,1,1e-04,0.1,0.01,0,1,0.1,0.0180640718562874,0.0100800399201597,0.00998003992015968,0.00608802395209581,0.00409201596806387,0.00399201596806387,0,6.38799833577503e-53,7.60510730318585e-53,6.85970106522242,500
20,50,0,0.5,3,0.919478739147015,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.346016053431267,0.346246398944541,0.342302322245384,6.85970106522242,500
20,50,0,0.5,4,2.15163615074512,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00704652981719001,0.00716514701358337,0.00748268316403103,6.85970106522242,500
20,50,0,0.5,1,0.977414370517391,1,1,1e-04,0.1,0.01,0,1,0.1,0.872355489021956,0.812475249500998,0.806387225548902,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.526468623410516,0.526614625331908,0.528058328908299,6.85970106522242,500
20,50,0,0.5,2,1.0449894766681,1,1,1e-04,0.1,0.01,0,1,0.1,0.00808403193612774,0.00209600798403194,0.00598802395209581,0.00608802395209581,0.00209600798403194,0.00199600798403194,0,6.98634126993814e-36,5.67074871906396e-36,6.85970106522242,500
