"k_max","n_per","sd_n_per","p_trt","scenario","Delta.est","Delta.mean","Delta.sd.scale","gamma","icc_y","icc_x","mu_x","sigma_x_sq","sigma_eps_sq","p_value_ci","p_value_pi","p_value_truedelta","p_value_ci_residuals","p_value_pi_residuals","p_value_truedelta_residuals","p_value_z_score","p_val_sw_cor","p_value_lr_test","time","R"
20,50,0,0.5,1,0.984292610094069,1,1,1e-04,0.1,0.01,0,1,0.1,0.373353493013972,0.359381437125748,0.333333333333333,0.0260481037924152,0.00209600798403194,0.00399201596806387,0.531800290083894,0.531944692402028,0.530803957435525,6.70230118433634,500
20,50,0,0.5,2,0.978410141994518,1,1,1e-04,0.1,0.01,0,1,0.1,0.0120760479041916,0.00409201596806387,0.00399201596806387,0.00209600798403194,0.00209600798403194,0.00199600798403194,0,6.54151420066649e-55,3.82010353234738e-55,6.70230118433634,500
20,50,0,0.5,3,1.02128550954461,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.000408834691882687,0.000427878731205978,0.00041485188416522,6.70230118433634,500
20,50,0,0.5,4,2.33456027507949,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.0671135458877223,0.0674122092670317,0.0671240663297524,6.70230118433634,500
20,50,0,0.5,1,1.06081584915707,1,1,1e-04,0.1,0.01,0,1,0.1,0.880339520958084,0.846407385229541,0.854291417165669,0.0260481037924152,0.0120760479041916,0.00998003992015968,0.899429651735219,0.899455404127815,0.904407136738747,6.70230118433634,500
20,50,0,0.5,2,0.917811594453797,1,1,1e-04,0.1,0.01,0,1,0.1,0.00409201596806387,0.00209600798403194,0.00199600798403194,0.0280441117764471,0.0140720558882236,0.0139720558882236,0,1.44742121041692e-37,9.19044529262529e-38,6.70230118433634,500
20,50,0,0.5,3,0.913208982950564,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.0120760479041916,0.00209600798403194,0.00199600798403194,0.544504504317688,0.544643870617406,0.543739399144687,6.70230118433634,500
20,50,0,0.5,4,2.30383442839745,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,3.00869877840615e-05,3.27167848892447e-05,3.82640555746339e-05,6.70230118433634,500
20,50,0,0.5,1,0.983923615236633,1,1,1e-04,0.1,0.01,0,1,0.1,0.0539922155688623,0.0440121756487026,0.0339321357285429,0.00409201596806387,0.00209600798403194,0.00199600798403194,0.0602778701903757,0.0605715783112866,0.0587310640003337,6.70230118433634,500
20,50,0,0.5,2,0.951887954135263,1,1,1e-04,0.1,0.01,0,1,0.1,0.0140720558882236,0.00209600798403194,0.00199600798403194,0.032036127744511,0.0140720558882236,0.0159680638722555,0,4.48729993205179e-49,2.51377324909583e-49,6.70230118433634,500
20,50,0,0.5,3,0.98978642972412,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.400919938265636,0.40112367840376,0.396170200411517,6.70230118433634,500
20,50,0,0.5,4,2.23770746367678,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.0443864471936584,0.0446557245141036,0.046864042373069,6.70230118433634,500
20,50,0,0.5,1,1.05132471541283,1,1,1e-04,0.1,0.01,0,1,0.1,0.329441317365269,0.285529141716567,0.275449101796407,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.858772356686534,0.858808695742767,0.859884867550111,6.70230118433634,500
20,50,0,0.5,2,0.993097888926115,1,1,1e-04,0.1,0.01,0,1,0.1,0.0220560878243513,0.0120760479041916,0.0139720558882236,0.00409201596806387,0.00209600798403194,0.00399201596806387,0,2.25408064990793e-53,1.12979597431882e-53,6.70230118433634,500
20,50,0,0.5,3,0.981182281514909,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00608802395209581,0.00608802395209581,0.00598802395209581,0.803440036113153,0.803491776316175,0.795594946919465,6.70230118433634,500
20,50,0,0.5,4,2.23058121206081,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.0174685084474318,0.0176568880626026,0.0167864657990032,6.70230118433634,500
20,50,0,0.5,1,1.0062337028797,1,1,1e-04,0.1,0.01,0,1,0.1,0.153792614770459,0.11387245508982,0.105788423153693,0.00409201596806387,0.00409201596806387,0.00199600798403194,0.314406781003292,0.314652098020844,0.306079291386028,6.70230118433634,500
20,50,0,0.5,2,1.02416742789149,1,1,1e-04,0.1,0.01,0,1,0.1,0.00409201596806387,0.00209600798403194,0.00199600798403194,0.00608802395209581,0.00409201596806387,0.00199600798403194,0,2.45865675221366e-42,1.82337840110558e-42,6.70230118433634,500
20,50,0,0.5,3,1.03409180064151,1,1,1e-04,0.1,0.01,0,1,0.1,0.00409201596806387,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.121459703610368,0.121780787033725,0.123375047285738,6.70230118433634,500
20,50,0,0.5,4,2.22803424926709,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,1.59625244688932e-06,1.8404213829773e-06,1.74453331372539e-06,6.70230118433634,500
20,50,0,0.5,1,0.958453247438799,1,1,1e-04,0.1,0.01,0,1,0.1,0.465169860279441,0.42325369261477,0.42315369261477,0.00608802395209581,0.00209600798403194,0.00199600798403194,0.795976934122363,0.796031024083459,0.790007342540025,6.70230118433634,500
20,50,0,0.5,2,1.01660482995775,1,1,1e-04,0.1,0.01,0,1,0.1,0.0220560878243513,0.0120760479041916,0.0139720558882236,0.00409201596806387,0.00209600798403194,0.00199600798403194,0,2.49275089265733e-40,1.63165433933165e-40,6.70230118433634,500
20,50,0,0.5,3,1.01925082752478,1,1,1e-04,0.1,0.01,0,1,0.1,0.00409201596806387,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.614535317002637,0.614646680031836,0.607088887797108,6.70230118433634,500
20,50,0,0.5,4,2.04569940954511,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.0114645720759676,0.0116181567620716,0.0114312610574996,6.70230118433634,500
