"k_max","n_per","sd_n_per","p_trt","scenario","Delta.est","Delta.mean","Delta.sd.scale","gamma","icc_y","icc_x","mu_x","sigma_x_sq","sigma_eps_sq","p_value_ci","p_value_pi","p_value_truedelta","p_value_ci_residuals","p_value_pi_residuals","p_value_truedelta_residuals","p_value_z_score","p_val_sw_cor","p_value_lr_test","time","R"
20,50,0,0.5,1,1.02428365188273,1,1,1e-04,0.1,0.01,0,1,0.1,0.375349500998004,0.337425349301397,0.369261477045908,0.00409201596806387,0.00209600798403194,0.00199600798403194,0.843203303928626,0.843243825408849,0.846305737747727,6.72806177934011,500
20,50,0,0.5,2,0.996209399685575,1,1,1e-04,0.1,0.01,0,1,0.1,0.00808403193612774,0.00209600798403194,0.00399201596806387,0.00209600798403194,0.00209600798403194,0.00199600798403194,0,2.57004817136192e-48,1.71312655870276e-48,6.72806177934011,500
20,50,0,0.5,3,1.01322582387993,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00608802395209581,0.00409201596806387,0.00399201596806387,0.824500398878421,0.824546353663303,0.815967278455653,6.72806177934011,500
20,50,0,0.5,4,2.08005893933259,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.761948017027077,0.762011717173512,0.758447499523179,6.72806177934011,500
20,50,0,0.5,1,0.917711800154739,1,1,1e-04,0.1,0.01,0,1,0.1,0.529042115768463,0.481137924151697,0.481037924151697,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.352393607657344,0.352620439196485,0.34817417445137,6.72806177934011,500
20,50,0,0.5,2,0.993192367084735,1,1,1e-04,0.1,0.01,0,1,0.1,0.063972255489022,0.0539922155688623,0.0459081836327345,0.00608802395209581,0.00209600798403194,0.00199600798403194,0,1.41226373040543e-41,3.31448782074196e-41,6.72806177934011,500
20,50,0,0.5,3,1.07725128631195,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.353590940084878,0.35381610047459,0.366383525931986,6.72806177934011,500
20,50,0,0.5,4,2.2090334060654,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.043030202431442,0.0432971356399174,0.0439934294424584,6.72806177934011,500
20,50,0,0.5,1,1.0126106325215,1,1,1e-04,0.1,0.01,0,1,0.1,0.225648902195609,0.18572874251497,0.169660678642715,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.329949800240236,0.330188005354259,0.327239068941009,6.72806177934011,500
20,50,0,0.5,2,0.999393829315629,1,1,1e-04,0.1,0.01,0,1,0.1,0.0100800399201597,0.00608802395209581,0.00998003992015968,0.00209600798403194,0.00209600798403194,0.00199600798403194,0,8.69166459127113e-46,5.74676220081477e-46,6.72806177934011,500
