"k_max","n_per","sd_n_per","p_trt","scenario","Delta.est","Delta.mean","Delta.sd.scale","gamma","icc_y","icc_x","mu_x","sigma_x_sq","sigma_eps_sq","p_value_ci","p_value_pi","p_value_truedelta","p_value_ci_residuals","p_value_pi_residuals","p_value_truedelta_residuals","p_value_z_score","p_val_sw_cor","p_value_lr_test","time","R"
20,50,0,0.5,1,1.02430583799908,1,1,1e-04,0.1,0.01,0,1,0.1,0.726646906187625,0.710678842315369,0.684630738522954,0.0400201596806387,0.0260481037924152,0.0279441117764471,0.69075635723111,0.690841931505748,0.683338752817915,6.68209366003672,500
20,50,0,0.5,2,0.914516087493242,1,1,1e-04,0.1,0.01,0,1,0.1,0.0360281437125749,0.0200600798403194,0.0219560878243513,0.00608802395209581,0.00209600798403194,0.00199600798403194,0,4.53385769354086e-50,4.66894232889228e-50,6.68209366003672,500
20,50,0,0.5,3,0.993429800018543,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.284887401490872,0.285149170562618,0.291998609017779,6.68209366003672,500
20,50,0,0.5,4,2.2776266508137,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.000733313072196706,0.000761667807879756,0.000740949726416799,6.68209366003672,500
20,50,0,0.5,1,0.989710739018239,1,1,1e-04,0.1,0.01,0,1,0.1,0.359381437125748,0.267565069860279,0.269461077844311,0.167764670658683,0.0599802395209581,0.0538922155688623,0.0937399824074099,0.094058452915737,0.0930942149116419,6.68209366003672,500
20,50,0,0.5,2,1.00146526150859,1,1,1e-04,0.1,0.01,0,1,0.1,0.00409201596806387,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0,2.18104670324279e-50,1.18148289410406e-50,6.68209366003672,500
20,50,0,0.5,3,0.977815034207266,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.259348160409615,0.259620520019487,0.257769903446539,6.68209366003672,500
20,50,0,0.5,4,2.18088947171854,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.000435924717183234,0.000455590757480332,0.00044223359900557,6.68209366003672,500
20,50,0,0.5,1,1.02565294521199,1,1,1e-04,0.1,0.01,0,1,0.1,0.211676846307385,0.159780638722555,0.187624750499002,0.00808403193612774,0.00409201596806387,0.00598802395209581,0.633193747843972,0.633299447916963,0.638188705741394,6.68209366003672,500
20,50,0,0.5,2,1.01018502725629,1,1,1e-04,0.1,0.01,0,1,0.1,0.00808403193612774,0.00209600798403194,0.00199600798403194,0.0120760479041916,0.00409201596806387,0.00399201596806387,0,8.61379830746553e-45,6.41012593163149e-45,6.68209366003672,500
20,50,0,0.5,3,1.11033825547704,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.0963319869810708,0.0966483757465553,0.0956562115763368,6.68209366003672,500
20,50,0,0.5,4,2.11750768772107,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.362198331036912,0.362419699922496,0.366246673858892,6.68209366003672,500
20,50,0,0.5,1,0.992029239770475,1,1,1e-04,0.1,0.01,0,1,0.1,0.143812574850299,0.109880439121756,0.119760479041916,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.144554602002957,0.144873209077954,0.141202908374177,6.68209366003672,500
20,50,0,0.5,2,1.03814838892309,1,1,1e-04,0.1,0.01,0,1,0.1,0.0420161676646707,0.032036127744511,0.031936127744511,0.00608802395209581,0.00209600798403194,0.00199600798403194,0,1.25879798595867e-39,9.84046997659611e-40,6.68209366003672,500
20,50,0,0.5,3,0.99344258978373,1,1,1e-04,0.1,0.01,0,1,0.1,0.00409201596806387,0.00209600798403194,0.00399201596806387,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.799445675829078,0.79949858363004,0.792245507325864,6.68209366003672,500
20,50,0,0.5,4,2.14455775309174,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.035244565979387,0.0354944272632254,0.0350812773232757,6.68209366003672,500
20,50,0,0.5,1,1.02550492189833,1,1,1e-04,0.1,0.01,0,1,0.1,0.193712774451098,0.145808582834331,0.143712574850299,0.00409201596806387,0.00209600798403194,0.00199600798403194,0.747588739624659,0.747656945827676,0.757308978950843,6.68209366003672,500
20,50,0,0.5,2,0.947230079902703,1,1,1e-04,0.1,0.01,0,1,0.1,0.0140720558882236,0.00409201596806387,0.00399201596806387,0.00409201596806387,0.00209600798403194,0.00199600798403194,0,1.98344920381641e-47,1.87278516782201e-47,6.68209366003672,500
20,50,0,0.5,3,1.00584647995568,1,1,1e-04,0.1,0.01,0,1,0.1,0.00608802395209581,0.00209600798403194,0.00399201596806387,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.196051814268023,0.196354632057892,0.192176531638764,6.68209366003672,500
20,50,0,0.5,4,2.31909703126014,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.0568906491799246,0.0571785842074671,0.0566194927044525,6.68209366003672,500
20,50,0,0.5,1,0.973240116216914,1,1,1e-04,0.1,0.01,0,1,0.1,0.267565069860279,0.223652894211577,0.201596806387226,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.236680148854388,0.236964435796986,0.239499706297637,6.68209366003672,500
20,50,0,0.5,2,0.990148891154297,1,1,1e-04,0.1,0.01,0,1,0.1,0.0160680638722555,0.00808403193612774,0.0139720558882236,0.00808403193612774,0.00209600798403194,0.00199600798403194,0,2.24908194311181e-46,1.65830887016605e-46,6.68209366003672,500
20,50,0,0.5,3,1.05421844650979,1,1,1e-04,0.1,0.01,0,1,0.1,0.00409201596806387,0.00209600798403194,0.00199600798403194,0.00608802395209581,0.00608802395209581,0.00399201596806387,0.972748400425929,0.972755291256685,0.979378240075263,6.68209366003672,500
20,50,0,0.5,4,2.20195211876922,1,1,1e-04,0.1,0.01,0,1,0.1,0.00409201596806387,0.00409201596806387,0.00399201596806387,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.121260651175569,0.121578546068452,0.121257768782821,6.68209366003672,500
20,50,0,0.5,1,1.02757546426724,1,1,1e-04,0.1,0.01,0,1,0.1,0.281537125748503,0.249600998003992,0.225548902195609,0.00409201596806387,0.00209600798403194,0.00199600798403194,0.453009551769537,0.453187748117584,0.454766157317477,6.68209366003672,500
