"k_max","n_per","sd_n_per","p_trt","scenario","Delta.est","Delta.mean","Delta.sd.scale","gamma","icc_y","icc_x","mu_x","sigma_x_sq","sigma_eps_sq","p_value_ci","p_value_pi","p_value_truedelta","p_value_ci_residuals","p_value_pi_residuals","p_value_truedelta_residuals","p_value_z_score","p_val_sw_cor","p_value_lr_test","time","R"
20,50,0,0.5,1,0.952461134898546,1,1,1e-04,0.1,0.01,0,1,0.1,0.00608802395209581,0.00409201596806387,0.00399201596806387,0.00608802395209581,0.00209600798403194,0.00199600798403194,0.468429296049441,0.468601743744934,0.469245747399793,6.69867832660675,500
20,50,0,0.5,2,1.01851090431038,1,1,1e-04,0.1,0.01,0,1,0.1,0.00608802395209581,0.00209600798403194,0.00399201596806387,0.11387245508982,0.0380241516966068,0.0518962075848303,0,9.50205184800726e-48,8.48880469361844e-48,6.69867832660675,500
20,50,0,0.5,3,0.960126540588754,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.372621145810981,0.372839325115486,0.37080067981728,6.69867832660675,500
20,50,0,0.5,4,2.13578314485613,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.000883482068557262,0.000915721772571341,0.000955413866117325,6.69867832660675,500
20,50,0,0.5,1,0.960411243445302,1,1,1e-04,0.1,0.01,0,1,0.1,0.449201796407186,0.405289620758483,0.441117764471058,0.00409201596806387,0.00409201596806387,0.00199600798403194,0.240778100444232,0.241059819849014,0.236851816409324,6.69867832660675,500
20,50,0,0.5,2,1.09950895393423,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00409201596806387,0.00409201596806387,0.00199600798403194,0,4.66500622282629e-45,2.69182776523604e-45,6.69867832660675,500
20,50,0,0.5,3,1.05849148221953,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.110639337974761,0.110959383312698,0.111453487984244,6.69867832660675,500
20,50,0,0.5,4,2.30529643508094,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.00457854400848046,0.00467131224552732,0.00460532178943921,6.69867832660675,500
20,50,0,0.5,1,0.967055086489428,1,1,1e-04,0.1,0.01,0,1,0.1,0.349401397205589,0.263573053892216,0.265469061876248,0.0240520958083832,0.0200600798403194,0.0179640718562874,0.231162003478859,0.231449797152901,0.227329375989811,6.69867832660675,500
20,50,0,0.5,2,1.04436294281537,1,1,1e-04,0.1,0.01,0,1,0.1,0.00209600798403194,0.00209600798403194,0.00199600798403194,0.0140720558882236,0.0100800399201597,0.00998003992015968,0,2.97835320075936e-43,1.94550130202133e-43,6.69867832660675,500
