"n","K","p_x","icc_x","beta_1","beta_2","beta_3","beta_4","bar_W","sigma_gamma_sq","icc_yx","p.val","sd.model","p.val.null","sd.model.null","sigma.gamma.sq.model","sd.ss","beta4.ss","power.ss","K_linear","time"
30,94,0.5,0.1,0.9,0.1,-0.1,0.5,0.5,0.173150954405076,0.05,0.0402531343507099,0.182364440884161,0.424178804925852,0.172045552131868,0.184554646751836,0.177453998252132,1.1691242209562,80.4462884312705,94,0.715018848578135
50,58,0.5,0.1,0.9,0.1,-0.1,0.5,0.5,0.173150954405076,0.05,0.00248464366680731,0.172753691124209,0.169848726162555,0.172747734789174,0.151721897198826,0.175756017710144,1.51726611343209,81.1892475399781,56,0.715018848578135
100,30,0.5,0.1,0.9,0.1,-0.1,0.5,0.5,0.173150954405076,0.05,0.000218889716519127,0.17369302962396,0.598605055834659,0.168562580274264,0.13751122743913,0.17370908667365,2.15968524713256,82.0798953845266,28,0.715018848578135
200,16,0.5,0.1,0.9,0.1,-0.1,0.5,0.5,0.173150954405076,0.05,0.000462170070209539,0.174102955944979,0.54662788297061,0.164027644637208,0.226725941951214,0.168830369667638,3.1306536868812,84.172923957881,16,0.715018848578135
30,100,0.5,0.25,0.9,0.1,-0.1,0.5,0.5,0.173150954405076,0.05,0.0445855929373084,0.177642619160576,0.629741601400039,0.170780877378525,0.153325389147236,0.178246756953875,1.12344777574139,80.0983527626751,102,0.715018848578135
50,62,0.5,0.25,0.9,0.1,-0.1,0.5,0.5,0.173150954405076,0.05,0.000737221256659954,0.182310046920019,0.529466942435105,0.178691536465877,0.244679115827063,0.178007692847789,1.4306150031185,80.2033398962775,64,0.715018848578135
100,32,0.5,0.25,0.9,0.1,-0.1,0.5,0.5,0.173150954405076,0.05,5.96909004117741e-05,0.183577467413362,0.674431471170918,0.176777826620733,0.132032709177161,0.178451711599885,1.98143457961329,80.0083034804333,32,0.715018848578135
200,18,0.5,0.25,0.9,0.1,-0.1,0.5,0.5,0.173150954405076,0.05,0.016264886558036,0.179229386489464,0.550358651043171,0.168086077596318,0.200094430280065,0.170532382420668,2.89298506317711,83.4482804646416,16,0.715018848578135
30,114,0.5,0.5,0.9,0.1,-0.1,0.5,0.5,0.173150954405076,0.05,0.0357759958781443,0.188166196084244,0.812412796720581,0.169060591224489,0.251559004428359,0.1783844860266,1.05058107746052,80.0378439930334,118,0.715018848578135
50,74,0.5,0.5,0.9,0.1,-0.1,0.5,0.5,0.173150954405076,0.05,0.186591168906964,0.183748160782443,0.692824640612816,0.175222101109968,0.155470400781854,0.178171294235149,1.30708801762853,80.1314986185882,78,0.715018848578135
