"n","K","p_x","icc_x","beta_1","beta_2","beta_3","beta_4","bar_W","sigma_gamma_sq","icc_yx","p.val","sd.model","p.val.null","sd.model.null","sigma.gamma.sq.model","sd.ss","beta4.ss","power.ss","K_linear","time"
30,360,0.5,0.1,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.0021696526568502,0.0905288259216566,0.463143572400673,0.0888347948325346,0.176288981514538,0.08921002305557,2.36383745140696,80.022218547895,360,3.45315902630488
50,218,0.5,0.1,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.000438312017146139,0.0897438179540418,0.863277023973708,0.0891083350948343,0.18410176169984,0.0892044977003447,3.03804646402014,80.0270744575297,220,3.45315902630488
100,112,0.5,0.1,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.0489248664283989,0.0898616770938159,0.12936480485589,0.0899829787932863,0.186577406232784,0.0884676920944624,4.30940941241598,80.6735587694377,112,3.45315902630488
200,56,0.5,0.1,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.00286062597048991,0.0869267008025335,0.623925228502567,0.0868977800011434,0.14246095427458,0.0887956685747399,6.0494875337972,80.3860557126437,56,3.45315902630488
30,390,0.5,0.25,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.00374867748449478,0.0891057365711064,0.823476598191138,0.0877004420653046,0.169903169560048,0.0892161793346311,2.27078814226792,80.0168080287023,392,3.45315902630488
50,242,0.5,0.25,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,1.30598980772477e-06,0.090871359311964,0.89717624307399,0.0882021880402269,0.162614184359815,0.0891582508820495,2.88645904633153,80.0677137864735,244,3.45315902630488
100,126,0.5,0.25,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.00552190171157445,0.090324099143242,0.380823896771608,0.0892367790616604,0.18626938465688,0.0890675221738953,4.00841011157528,80.1474189653236,128,3.45315902630488
200,66,0.5,0.25,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.00553935283942014,0.0886626286743698,0.210707948256931,0.0893530843783889,0.152626491844572,0.0882270262117307,5.64444067383121,80.8842252874212,64,3.45315902630488
30,454,0.5,0.5,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.0271065968889157,0.0898328373530631,0.481660356302264,0.089104439447277,0.158874254517706,0.0891497686562353,2.1077922106359,80.0751666959252,456,3.45315902630488
50,296,0.5,0.5,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,2.57158709465877e-06,0.0904865363177579,0.489542304925115,0.0885137510159722,0.180771195266476,0.0891543096244034,2.61015095198435,80.0711768056772,300,3.45315902630488
100,166,0.5,0.5,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.0680471152486523,0.0893291272576169,0.314865453354748,0.0875941161380362,0.147889318210013,0.0887129468245068,3.52020623105943,80.4586118869668,166,3.45315902630488
200,90,0.5,0.5,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.004254760927392,0.0901356129626687,0.340393148466098,0.0877386653340834,0.146520829641696,0.0886531610271339,4.78725384959148,80.5110331138203,90,3.45315902630488
30,686,0.5,1,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,3.8402897103605e-07,0.0914009845356878,0.0570504412555819,0.0885326145469427,0.186671532736079,0.0891381345129792,1.71516941228779,80.0853886143312,684,3.45315902630488
50,550,0.5,1,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.000839838634665794,0.0926663151654616,0.0952412222866901,0.0901368060676099,0.193040063398519,0.0892247209879511,1.91180864379953,80.0093008724534,550,3.45315902630488
100,450,0.5,1,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.0343956853303409,0.0896829788467499,0.826986110268849,0.0883974496077716,0.173255309044509,0.0891253376489722,2.1183003085062,80.0966315468674,448,3.45315902630488
200,400,0.5,1,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.0138561893368414,0.0889327833079817,0.640192399146104,0.0853569151594003,0.171881768518372,0.0890569472686628,2.25024890373611,80.1567070461779,400,3.45315902630488
30,360,0.5,0.1,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.0384347983398745,0.0886800198574164,0.107511679162974,0.0888102091352344,0.115200136069661,0.08921002305557,2.36383745140696,80.022218547895,360,3.45315902630488
50,218,0.5,0.1,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.00055790537327018,0.0897587105882171,0.494433371382416,0.0878909035686538,0.173710811354892,0.0892044977003447,3.03804646402014,80.0270744575297,220,3.45315902630488
100,112,0.5,0.1,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,4.28839734652047e-05,0.0896376717699987,0.912103156171997,0.0890973299287406,0.165203773979451,0.0884676920944624,4.30940941241598,80.6735587694377,112,3.45315902630488
200,56,0.5,0.1,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.000177748767612326,0.0889412981436008,0.860408363772976,0.0899155101302159,0.194264742526161,0.0887956685747399,6.0494875337972,80.3860557126437,56,3.45315902630488
30,390,0.5,0.25,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.471064909884567,0.0897958727394738,0.050182613056786,0.0896216549500356,0.188143035184646,0.0892161793346311,2.27078814226792,80.0168080287023,392,3.45315902630488
50,242,0.5,0.25,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.118930963582142,0.0886354554385823,0.429066130993278,0.0883719807059465,0.144274014302682,0.0891582508820495,2.88645904633153,80.0677137864735,244,3.45315902630488
