"n","K","p_x","icc_x","beta_1","beta_2","beta_3","beta_4","bar_W","sigma_gamma_sq","icc_yx","p.val","sd.model","p.val.null","sd.model.null","sigma.gamma.sq.model","sd.ss","beta4.ss","power.ss","K_linear","time"
30,46,0.5,0.1,0.9,0.1,-0.1,0.75,0.5,0.36554090374405,0.1,0.00385077125931691,0.268629881539897,0.708375509932163,0.258858326152107,0.237082514814332,0.26200497862711,0.766651798997018,81.6625500522857,44,0.49286497036616
50,28,0.5,0.1,0.9,0.1,-0.1,0.75,0.5,0.36554090374405,0.1,0.00577595105549894,0.269432904228321,0.404445463662573,0.243556381211774,0.270464259700894,0.260708304952941,0.992447209742479,82.038069073056,28,0.49286497036616
100,14,0.5,0.1,0.9,0.1,-0.1,0.75,0.5,0.36554090374405,0.1,0.000708435574605697,0.27395906505283,0.887587305935911,0.244177400027916,0.451521658795119,0.261315073475974,1.39702192175728,81.8624895092119,14,0.49286497036616
200,8,0.5,0.1,0.9,0.1,-0.1,0.75,0.5,0.36554090374405,0.1,0.0214096491588476,0.249012472450059,0.246209948219709,0.243860798419183,0.0269507990514875,0.244800153200951,2.10585177270014,86.5151533826768,8,0.49286497036616
30,50,0.5,0.25,0.9,0.1,-0.1,0.75,0.5,0.36554090374405,0.1,0.109238859523144,0.284570796580588,0.330003910122961,0.261976584232559,0.536644855981333,0.262817623768744,0.730806147259432,81.4266464531564,52,0.49286497036616
50,30,0.5,0.25,0.9,0.1,-0.1,0.75,0.5,0.36554090374405,0.1,0.223519715432895,0.264779281653977,0.521447049190963,0.266537238756591,0.271072225458309,0.265734378762602,0.922868978118934,80.5768036162885,32,0.49286497036616
100,16,0.5,0.25,0.9,0.1,-0.1,0.75,0.5,0.36554090374405,0.1,3.74569875250832e-05,0.295460103522467,0.295696397867023,0.245293383166375,0.428559761729543,0.260254963716246,1.31746209439103,82.1690823670138,16,0.49286497036616
200,8,0.5,0.25,0.9,0.1,-0.1,0.75,0.5,0.36554090374405,0.1,0.000128671135059276,0.25962471733679,0.459285352486712,0.259230662824845,0.433353091256958,0.262152353783341,1.83630005102896,81.6197993024692,8,0.49286497036616
30,58,0.5,0.5,0.9,0.1,-0.1,0.75,0.5,0.36554090374405,0.1,0.0618864904249621,0.293759492551566,0.733697734867715,0.259233721315994,0.501255208302014,0.266652480896672,0.659160096455436,80.3084080793847,64,0.49286497036616
50,38,0.5,0.5,0.9,0.1,-0.1,0.75,0.5,0.36554090374405,0.1,0.0882188221117804,0.258268345668138,0.189148056364261,0.266390459126321,0.180720334741077,0.263397448575479,0.834605489265109,81.2580814844828,40,0.49286497036616
