"n","K","p_x","icc_x","beta_1","beta_2","beta_3","beta_4","bar_W","sigma_gamma_sq","icc_yx","p.val","sd.model","p.val.null","sd.model.null","sigma.gamma.sq.model","sd.ss","beta4.ss","power.ss","K_linear","time"
30,42,0.5,0.1,0.9,0.1,-0.1,0.75,0.5,0.0332309912494591,0.01,1.49105868264607e-06,0.266994321630785,0.547300865142502,0.246852821502881,0.0243742132533023,0.266514008489188,0.775410066648644,80.3489131401461,42,0.233206621805827
50,26,0.5,0.1,0.9,0.1,-0.1,0.75,0.5,0.0332309912494591,0.01,0.0110026904438568,0.260617673731918,0.0648421671577121,0.261865061876262,0.0559368653311527,0.263164693049562,1.01077442213836,81.3257714863296,26,0.233206621805827
100,14,0.5,0.1,0.9,0.1,-0.1,0.75,0.5,0.0332309912494591,0.01,0.000518132194333835,0.253363810606135,0.677206064235202,0.244644824412255,0.015834226044033,0.255018834306504,1.46685650915311,83.6702939085692,12,0.233206621805827
200,8,0.5,0.1,0.9,0.1,-0.1,0.75,0.5,0.0332309912494591,0.01,0.0128684432470219,0.244906389544676,0.338842799093398,0.233808541782135,0.0139940503920758,0.240200106080882,2.18728200244029,87.7470300318111,8,0.233206621805827
30,44,0.5,0.25,0.9,0.1,-0.1,0.75,0.5,0.0332309912494591,0.01,0.00439790180610517,0.28165862892184,0.416327206609308,0.257383057754143,1.00000000000001e-12,0.26273281565364,0.779544989147623,81.4512846893436,44,0.233206621805827
50,26,0.5,0.25,0.9,0.1,-0.1,0.75,0.5,0.0332309912494591,0.01,0.000327121125687232,0.275109694295073,0.54221242622186,0.26695079194637,0.067969217593834,0.266869811508001,0.982902842337173,80.2448190789382,28,0.233206621805827
100,14,0.5,0.25,0.9,0.1,-0.1,0.75,0.5,0.0332309912494591,0.01,4.09852467956525e-05,0.288234083210696,0.611275659038995,0.235628991065204,0.0234355432712421,0.26112896083179,1.39901401101651,81.9163716413083,14,0.233206621805827
200,8,0.5,0.25,0.9,0.1,-0.1,0.75,0.5,0.0332309912494591,0.01,0.00569427462721606,0.24469252515935,0.502391906703957,0.246839571877372,0.00946798255971067,0.249009631544221,2.03525522268827,85.3593147881832,8,0.233206621805827
30,44,0.5,0.5,0.9,0.1,-0.1,0.75,0.5,0.0332309912494591,0.01,0.028178616286247,0.259304770561799,0.0896067533248538,0.258612038706876,0.0140123149133213,0.266842123219207,0.755720232049616,80.2529215568412,44,0.233206621805827
50,28,0.5,0.5,0.9,0.1,-0.1,0.75,0.5,0.0332309912494591,0.01,0.271796113866748,0.297787787586702,0.0408979362409737,0.250222993172841,0.0899243068880106,0.263588097036834,0.970880006227063,81.2026135612155,28,0.233206621805827
100,16,0.5,0.5,0.9,0.1,-0.1,0.75,0.5,0.0332309912494591,0.01,0.000735256452931739,0.241717810746182,0.0258953280079371,0.227563235951205,4e-14,0.255100190939913,1.3712435697522,83.6471570333348,16,0.233206621805827
200,8,0.5,0.5,0.9,0.1,-0.1,0.75,0.5,0.0332309912494591,0.01,0.0193883709589864,0.263501724480308,0.784756732443577,0.290009630840805,0.0124805023859468,0.266831170739341,1.77246654127206,80.2561265117305,8,0.233206621805827
30,50,0.5,1,0.9,0.1,-0.1,0.75,0.5,0.0332309912494591,0.01,9.98122723299255e-06,0.239719778686341,0.0227983257452551,0.226085888863421,0,0.263382877797695,0.727672702527984,81.2623198912575,48,0.233206621805827
50,34,0.5,1,0.9,0.1,-0.1,0.75,0.5,0.0332309912494591,0.01,0.0390757535673501,0.282706887285707,0.893875324697374,0.218719883122504,0.0592553469690973,0.259739380324519,0.907363079780368,82.3179011249282,32,0.233206621805827
100,20,0.5,1,0.9,0.1,-0.1,0.75,0.5,0.0332309912494591,0.01,0.000194552740821029,0.234794865208755,0.192213596758248,0.280253299674573,0.0108532755960188,0.265776711427928,1.1299190170192,80.5644367777922,20,0.233206621805827
200,14,0.5,1,0.9,0.1,-0.1,0.75,0.5,0.0332309912494591,0.01,0.0018569135073675,0.261783210147821,0.784856420886308,0.291853042268087,0.0326504594919867,0.263522909463581,1.37371104902494,81.221581818627,14,0.233206621805827
30,42,0.5,0.1,0.9,0.1,-0.1,0.75,0.5,0.0332309912494591,0.01,3.86729208825938e-06,0.265592240982137,0.477148663131582,0.255349876836682,0.0240940370902965,0.266514008489188,0.775410066648644,80.3489131401461,42,0.233206621805827
50,26,0.5,0.1,0.9,0.1,-0.1,0.75,0.5,0.0332309912494591,0.01,0.00383105407640704,0.265694936894566,0.897556765702257,0.240452027175757,0.0585638805049972,0.263164693049562,1.01077442213836,81.3257714863296,26,0.233206621805827
100,14,0.5,0.1,0.9,0.1,-0.1,0.75,0.5,0.0332309912494591,0.01,0.0601146446237564,0.263501797740279,0.6197904330024,0.244201780940199,0.0824523440165341,0.255018834306504,1.46685650915311,83.6702939085692,12,0.233206621805827
200,8,0.5,0.1,0.9,0.1,-0.1,0.75,0.5,0.0332309912494591,0.01,0.0182173212520036,0.234293430416578,0.548952471632766,0.225772021254517,0.0179231159743106,0.240200106080882,2.18728200244029,87.7470300318111,8,0.233206621805827
30,44,0.5,0.25,0.9,0.1,-0.1,0.75,0.5,0.0332309912494591,0.01,4.58611275871194e-05,0.283673785060182,0.618669616940301,0.239544363142313,0.0708922898411215,0.26273281565364,0.779544989147623,81.4512846893436,44,0.233206621805827
50,26,0.5,0.25,0.9,0.1,-0.1,0.75,0.5,0.0332309912494591,0.01,0.0439655045579536,0.277136601733689,0.870989430989482,0.260441365825023,0.026916752798347,0.266869811508001,0.982902842337173,80.2448190789382,28,0.233206621805827
100,14,0.5,0.25,0.9,0.1,-0.1,0.75,0.5,0.0332309912494591,0.01,0.008498161666,0.26670870849623,0.846596741731991,0.245961175668989,0.0142266666794471,0.26112896083179,1.39901401101651,81.9163716413083,14,0.233206621805827
200,8,0.5,0.25,0.9,0.1,-0.1,0.75,0.5,0.0332309912494591,0.01,0.000364466609272273,0.247939428498428,0.942120855895486,0.238762721122429,0.0177790659601942,0.249009631544221,2.03525522268827,85.3593147881832,8,0.233206621805827
30,44,0.5,0.5,0.9,0.1,-0.1,0.75,0.5,0.0332309912494591,0.01,0.102055321180113,0.262369750242722,0.638574797034613,0.241659423014113,0.00928841655427282,0.266842123219207,0.755720232049616,80.2529215568412,44,0.233206621805827
50,28,0.5,0.5,0.9,0.1,-0.1,0.75,0.5,0.0332309912494591,0.01,0.00115126865955808,0.247436464320814,0.679538215912633,0.253426201019804,9.99999999999998e-13,0.263588097036834,0.970880006227063,81.2026135612155,28,0.233206621805827
100,16,0.5,0.5,0.9,0.1,-0.1,0.75,0.5,0.0332309912494591,0.01,0.0131662889264765,0.267952660200447,0.151556334741819,0.251426566626207,0.0413912054150113,0.255100190939913,1.3712435697522,83.6471570333348,16,0.233206621805827
200,8,0.5,0.5,0.9,0.1,-0.1,0.75,0.5,0.0332309912494591,0.01,0.122084870045182,0.267103964451156,0.195984608028727,0.272595753946995,0.0136445486892342,0.266831170739341,1.77246654127206,80.2561265117305,8,0.233206621805827
30,50,0.5,1,0.9,0.1,-0.1,0.75,0.5,0.0332309912494591,0.01,0.0157102984702339,0.252477205294048,0.258544589016702,0.226508342335772,0.0174451813632066,0.263382877797695,0.727672702527984,81.2623198912575,48,0.233206621805827
50,34,0.5,1,0.9,0.1,-0.1,0.75,0.5,0.0332309912494591,0.01,0.00318078538324286,0.283591805864962,0.483918828162258,0.260406452717591,0.0580710117731934,0.259739380324519,0.907363079780368,82.3179011249282,32,0.233206621805827
100,20,0.5,1,0.9,0.1,-0.1,0.75,0.5,0.0332309912494591,0.01,0.103714502172416,0.224822274016258,0.878210032813962,0.264296369757234,0.0103417329767412,0.265776711427928,1.1299190170192,80.5644367777922,20,0.233206621805827
200,14,0.5,1,0.9,0.1,-0.1,0.75,0.5,0.0332309912494591,0.01,0.0353956371914632,0.217587276607423,0.251450517466792,0.178245243551735,0.0134535973153369,0.263522909463581,1.37371104902494,81.221581818627,14,0.233206621805827
30,42,0.5,0.1,0.9,0.1,-0.1,0.75,0.5,0.0332309912494591,0.01,0.0105237437918628,0.262278439830303,0.373160404693342,0.248627982920309,0,0.266514008489188,0.775410066648644,80.3489131401461,42,0.233206621805827
50,26,0.5,0.1,0.9,0.1,-0.1,0.75,0.5,0.0332309912494591,0.01,0.000104761908212089,0.261374416723628,0.0631360795244155,0.252072083431117,7.29600694444452e-13,0.263164693049562,1.01077442213836,81.3257714863296,26,0.233206621805827
100,14,0.5,0.1,0.9,0.1,-0.1,0.75,0.5,0.0332309912494591,0.01,3.75443123817425e-08,0.267177129179574,0.080531490675385,0.238636657524955,0.000591936470277713,0.255018834306504,1.46685650915311,83.6702939085692,12,0.233206621805827
200,8,0.5,0.1,0.9,0.1,-0.1,0.75,0.5,0.0332309912494591,0.01,4.32207632688343e-07,0.24316039961361,0.285056278748279,0.227359980624002,0,0.240200106080882,2.18728200244029,87.7470300318111,8,0.233206621805827
30,44,0.5,0.25,0.9,0.1,-0.1,0.75,0.5,0.0332309912494591,0.01,2.39517973806341e-06,0.264559948712786,0.0983409108578189,0.256245701544052,0.0238244295875545,0.26273281565364,0.779544989147623,81.4512846893436,44,0.233206621805827
50,26,0.5,0.25,0.9,0.1,-0.1,0.75,0.5,0.0332309912494591,0.01,0.00295787379102054,0.261755159936981,0.812931431335593,0.241800746576549,4e-14,0.266869811508001,0.982902842337173,80.2448190789382,28,0.233206621805827
100,14,0.5,0.25,0.9,0.1,-0.1,0.75,0.5,0.0332309912494591,0.01,0.00184606918862836,0.284629497457626,0.908361470316171,0.250644026784318,0.0557315604285769,0.26112896083179,1.39901401101651,81.9163716413083,14,0.233206621805827
200,8,0.5,0.25,0.9,0.1,-0.1,0.75,0.5,0.0332309912494591,0.01,0.000671138831425409,0.262194712474588,0.862637879192019,0.242867171843567,0.0186580887580053,0.249009631544221,2.03525522268827,85.3593147881832,8,0.233206621805827
