"n","K","p_x","icc_x","beta_1","beta_2","beta_3","beta_4","bar_W","sigma_gamma_sq","icc_yx","p.val","sd.model","p.val.null","sd.model.null","sigma.gamma.sq.model","sd.ss","beta4.ss","power.ss","K_linear","time"
30,44,0.5,0.1,0.9,0.1,-0.1,0.75,0.5,0.173150954405076,0.05,0.0100787746738073,0.262633975722434,0.995040530140021,0.256194765913161,0.27156928017476,0.265089061458126,0.765748596361472,80.7652153743153,44,0.359112842877706
50,28,0.5,0.1,0.9,0.1,-0.1,0.75,0.5,0.173150954405076,0.05,0.0649824628286789,0.260076370096733,0.00434455955732045,0.241857731549308,0.0441494969146827,0.258461325610126,1.00977825035661,82.6859234576138,28,0.359112842877706
100,14,0.5,0.1,0.9,0.1,-0.1,0.75,0.5,0.173150954405076,0.05,0.0107792841601667,0.275082548336615,0.942312802778293,0.235575802670867,0.156466339466091,0.259778267686629,1.41359992039562,82.3066835171331,14,0.359112842877706
200,8,0.5,0.1,0.9,0.1,-0.1,0.75,0.5,0.173150954405076,0.05,0.00403275678443817,0.229394510794687,0.767265361563522,0.238135220734592,0.118080512249142,0.243926999383354,2.12095484415463,86.7516397602985,8,0.359112842877706
30,46,0.5,0.25,0.9,0.1,-0.1,0.75,0.5,0.173150954405076,0.05,0.204509086414856,0.273334523904579,0.310874018142161,0.252197367366106,0.148696751517648,0.267422004573204,0.735907055990595,80.0831625317334,48,0.359112842877706
50,30,0.5,0.25,0.9,0.1,-0.1,0.75,0.5,0.173150954405076,0.05,0.0310312024500202,0.243596238695837,0.755082835119215,0.25489102929277,0,0.260067104988269,0.963528774691769,82.2233289584527,30,0.359112842877706
100,16,0.5,0.25,0.9,0.1,-0.1,0.75,0.5,0.173150954405076,0.05,0.00665644891376403,0.273954961486317,0.431993060818005,0.248803371352077,0.192551438909078,0.256202855136912,1.35946565715727,83.3329420656042,16,0.359112842877706
200,8,0.5,0.25,0.9,0.1,-0.1,0.75,0.5,0.173150954405076,0.05,6.43367164167217e-06,0.25402190508399,0.0852445774838424,0.271038448042233,0.004385103323348,0.259577108296817,1.87291638519649,82.364698454724,8,0.359112842877706
30,52,0.5,0.5,0.9,0.1,-0.1,0.75,0.5,0.173150954405076,0.05,0.120005681262643,0.274511036362216,0.401782109347342,0.279532759286881,0.133340367918716,0.26664625428356,0.696183163794665,80.3102296290235,56,0.359112842877706
50,34,0.5,0.5,0.9,0.1,-0.1,0.75,0.5,0.173150954405076,0.05,0.00171747156290184,0.279710372084169,0.0393268726430399,0.250434111528494,0.147812785715625,0.264481472441486,0.875117152182321,80.9424194927146,36,0.359112842877706
100,20,0.5,0.5,0.9,0.1,-0.1,0.75,0.5,0.173150954405076,0.05,2.07042826182963e-05,0.272090615564183,0.984091435795018,0.26510591557365,0.16345150172465,0.255209908812258,1.22542320546084,83.6159442587245,20,0.359112842877706
200,10,0.5,0.5,0.9,0.1,-0.1,0.75,0.5,0.173150954405076,0.05,0.00103611343376653,0.285791494930536,0.0351272789479969,0.265675101424237,0.163003180513071,0.264539224399026,1.61293182412897,80.9255843592636,12,0.359112842877706
30,80,0.5,1,0.9,0.1,-0.1,0.75,0.5,0.173150954405076,0.05,0.676695785034543,0.31292273206042,0.84570590731731,0.268596079679701,0.286695710125291,0.267096574911109,0.559389784867605,80.1784486155736,80,0.359112842877706
