"n","K","p_x","icc_x","beta_1","beta_2","beta_3","beta_4","bar_W","sigma_gamma_sq","icc_yx","p.val","sd.model","p.val.null","sd.model.null","sigma.gamma.sq.model","sd.ss","beta4.ss","power.ss","K_linear","time"
30,46,0.5,0.1,0.9,0.1,-0.1,0.75,0.5,0.36554090374405,0.1,0.0453269235841937,0.256189870796575,0.0720551354439466,0.257321814372569,0.232323090350651,0.26200497862711,0.766651798997018,81.6625500522857,44,0.522343671321869
50,28,0.5,0.1,0.9,0.1,-0.1,0.75,0.5,0.36554090374405,0.1,0.00225473755278483,0.257684802234723,0.375413701150682,0.242561328706326,0.0768682522629407,0.260708304952941,0.992447209742479,82.038069073056,28,0.522343671321869
100,14,0.5,0.1,0.9,0.1,-0.1,0.75,0.5,0.36554090374405,0.1,0.0238417645566102,0.274636390788987,0.822486692801889,0.251584680128041,0.283540056746208,0.261315073475974,1.39702192175728,81.8624895092119,14,0.522343671321869
200,8,0.5,0.1,0.9,0.1,-0.1,0.75,0.5,0.36554090374405,0.1,0.0587506967557632,0.26095969896598,0.43734066595173,0.228719170735196,0.38956650718732,0.244800153200951,2.10585177270014,86.5151533826768,8,0.522343671321869
30,50,0.5,0.25,0.9,0.1,-0.1,0.75,0.5,0.36554090374405,0.1,0.00176264739736222,0.273229122614752,0.455926445681537,0.257095398726831,0.370566865931565,0.262817623768744,0.730806147259432,81.4266464531564,52,0.522343671321869
50,30,0.5,0.25,0.9,0.1,-0.1,0.75,0.5,0.36554090374405,0.1,0.0137286802629517,0.280050175309751,0.3266977501918,0.258299466368565,0.447351114041231,0.265734378762602,0.922868978118934,80.5768036162885,32,0.522343671321869
100,16,0.5,0.25,0.9,0.1,-0.1,0.75,0.5,0.36554090374405,0.1,0.0012050392758265,0.250091765092209,0.163054858974241,0.261524617355012,0.323785463430046,0.260254963716246,1.31746209439103,82.1690823670138,16,0.522343671321869
200,8,0.5,0.25,0.9,0.1,-0.1,0.75,0.5,0.36554090374405,0.1,0.052249298305195,0.276223361505488,0.736912360287217,0.293570267866937,0.141490352867637,0.262152353783341,1.83630005102896,81.6197993024692,8,0.522343671321869
30,58,0.5,0.5,0.9,0.1,-0.1,0.75,0.5,0.36554090374405,0.1,0.716771984962093,0.259494112529749,0.728828841429373,0.277242413289959,0.198996738024193,0.266652480896672,0.659160096455436,80.3084080793847,64,0.522343671321869
50,38,0.5,0.5,0.9,0.1,-0.1,0.75,0.5,0.36554090374405,0.1,0.026210578599164,0.292464594972659,0.924287759694165,0.260829081449676,0.533154937809223,0.263397448575479,0.834605489265109,81.2580814844828,40,0.522343671321869
100,20,0.5,0.5,0.9,0.1,-0.1,0.75,0.5,0.36554090374405,0.1,0.00338133960303193,0.262899689808499,0.917947225629987,0.265378407028671,0.131903543437156,0.265582673036276,1.13157068923824,80.62111507272,22,0.522343671321869
200,12,0.5,0.5,0.9,0.1,-0.1,0.75,0.5,0.36554090374405,0.1,0.679993833077354,0.301507948794601,0.610113597611835,0.280956011353878,0.192650454578118,0.247864008989992,1.67717584952186,85.6763350620577,12,0.522343671321869
30,124,0.5,1,0.9,0.1,-0.1,0.75,0.5,0.36554090374405,0.1,5.51381209713808e-05,0.248744458580434,0.0143574383096799,0.22176787682653,0.28940778882416,0.266177930057516,0.452419414390409,80.4471851087732,124,0.522343671321869
50,108,0.5,1,0.9,0.1,-0.1,0.75,0.5,0.36554090374405,0.1,6.80893974731263e-05,0.245201030792748,0.972144731159044,0.232375346508842,0.28635310246058,0.265461742263814,0.487394253178246,80.6564295624105,108,0.522343671321869
100,94,0.5,1,0.9,0.1,-0.1,0.75,0.5,0.36554090374405,0.1,0.0170027574628646,0.24048230918943,0.149638886378762,0.23821933961621,0.284392757053843,0.267567923503355,0.514237968484411,80.0404233765523,94,0.522343671321869
200,88,0.5,1,0.9,0.1,-0.1,0.75,0.5,0.36554090374405,0.1,0.000105770904138134,0.261155282470518,0.962747535689847,0.243886848591121,0.345216897164414,0.267334892403525,0.532406726731024,80.1086733002149,88,0.522343671321869
30,46,0.5,0.1,0.9,0.1,-0.1,0.75,0.5,0.36554090374405,0.1,0.0129758221965613,0.258083729897406,0.637236108855369,0.246979764265614,0.342170832289045,0.26200497862711,0.766651798997018,81.6625500522857,44,0.522343671321869
50,28,0.5,0.1,0.9,0.1,-0.1,0.75,0.5,0.36554090374405,0.1,0.00415618213092443,0.263248270789098,0.50832253950399,0.248035771918467,0.441641618721294,0.260708304952941,0.992447209742479,82.038069073056,28,0.522343671321869
100,14,0.5,0.1,0.9,0.1,-0.1,0.75,0.5,0.36554090374405,0.1,0.0356295263424391,0.251818708945821,0.846998087381595,0.256350234335328,0.309112604282567,0.261315073475974,1.39702192175728,81.8624895092119,14,0.522343671321869
200,8,0.5,0.1,0.9,0.1,-0.1,0.75,0.5,0.36554090374405,0.1,0.000664757158726972,0.242301843450061,0.761706758100491,0.243419205544058,0.0456903458899742,0.244800153200951,2.10585177270014,86.5151533826768,8,0.522343671321869
30,50,0.5,0.25,0.9,0.1,-0.1,0.75,0.5,0.36554090374405,0.1,0.00290419982758646,0.282009483990358,0.811675070758813,0.250964981556132,0.499359470924192,0.262817623768744,0.730806147259432,81.4266464531564,52,0.522343671321869
50,30,0.5,0.25,0.9,0.1,-0.1,0.75,0.5,0.36554090374405,0.1,0.721647455438925,0.267512235524048,0.846002294538635,0.271122046021077,0.286738176971912,0.265734378762602,0.922868978118934,80.5768036162885,32,0.522343671321869
100,16,0.5,0.25,0.9,0.1,-0.1,0.75,0.5,0.36554090374405,0.1,0.0343805246855731,0.250930609348141,0.370081069465704,0.265404717370479,0.078968836689521,0.260254963716246,1.31746209439103,82.1690823670138,16,0.522343671321869
