"n","K","p_x","icc_x","beta_1","beta_2","beta_3","beta_4","bar_W","sigma_gamma_sq","icc_yx","p.val","sd.model","p.val.null","sd.model.null","sigma.gamma.sq.model","sd.ss","beta4.ss","power.ss","K_linear","time"
30,370,0.5,0.1,0.9,0.1,-0.1,0.25,0.5,0.36554090374405,0.1,0.000512574358154394,0.0905547012435832,0.126929921684613,0.0887891496085167,0.354547935067247,0.0890829326933054,2.33833262300501,80.133882955914,370,7.44726299444834
50,224,0.5,0.1,0.9,0.1,-0.1,0.25,0.5,0.36554090374405,0.1,0.0103445151078724,0.0910579927614989,0.02170695706611,0.088925859217666,0.310295045932241,0.0888519920905194,3.02091019598782,80.3366378849378,224,7.44726299444834
100,112,0.5,0.1,0.9,0.1,-0.1,0.25,0.5,0.36554090374405,0.1,0.00126468233686425,0.0904472772560102,0.358572300584022,0.0896755894071935,0.304195488784163,0.0890154185072512,4.25653957246225,80.1931782655577,112,7.44726299444834
200,56,0.5,0.1,0.9,0.1,-0.1,0.25,0.5,0.36554090374405,0.1,0.00384822270700108,0.0895245647593615,0.149317385715413,0.0906176622178015,0.268740521569758,0.0891140032707399,6.0063445465337,80.1065890851352,56,7.44726299444834
30,414,0.5,0.25,0.9,0.1,-0.1,0.25,0.5,0.36554090374405,0.1,0.0674631792976543,0.0909070070222325,0.0466505086331951,0.0896299192140743,0.366044236754874,0.0891059781870715,2.20944048614966,80.1136390398788,416,7.44726299444834
50,254,0.5,0.25,0.9,0.1,-0.1,0.25,0.5,0.36554090374405,0.1,1.84127815344451e-08,0.0924945501359863,0.786692019550486,0.0909145777588194,0.371027952912963,0.0891687142956116,2.81678886339962,80.0585197480692,256,7.44726299444834
100,130,0.5,0.25,0.9,0.1,-0.1,0.25,0.5,0.36554090374405,0.1,2.67017283533947e-07,0.0918266014937125,0.272827602878622,0.0891324987549825,0.403304316841394,0.0891724247951733,3.93698113795533,80.0552592952097,132,7.44726299444834
200,66,0.5,0.25,0.9,0.1,-0.1,0.25,0.5,0.36554090374405,0.1,0.0899156871013632,0.0896116881319631,0.176456408625743,0.0897158737363532,0.407339864563053,0.0891290819282054,5.53076656459164,80.0933419996339,68,7.44726299444834
30,518,0.5,0.5,0.9,0.1,-0.1,0.25,0.5,0.36554090374405,0.1,0.0151252845443808,0.0911879376287584,0.447759466391954,0.0891459398293196,0.36314550530361,0.0890662373335205,1.97699272680779,80.1485474800391,522,7.44726299444834
50,334,0.5,0.5,0.9,0.1,-0.1,0.25,0.5,0.36554090374405,0.1,0.109367981371362,0.0923644532202657,0.645313299571591,0.0875773852735366,0.42390618565199,0.0890664060837879,2.4620398178547,80.1483992618527,336,7.44726299444834
100,180,0.5,0.5,0.9,0.1,-0.1,0.25,0.5,0.36554090374405,0.1,8.92748249388533e-05,0.0909325649286171,0.471433562243432,0.0899486898190261,0.316504276949822,0.0890541884632379,3.35468084936784,80.1591300733834,182,7.44726299444834
200,94,0.5,0.5,0.9,0.1,-0.1,0.25,0.5,0.36554090374405,0.1,0.000192308091737461,0.0896404071509113,0.572135997568291,0.0926549015334754,0.3422515923514,0.0892318319914651,4.62373161011288,80.0030509003176,96,7.44726299444834
30,1072,0.5,1,0.9,0.1,-0.1,0.25,0.5,0.36554090374405,0.1,0.185473060240824,0.0882678701760256,0.245289056189824,0.0889340396157789,0.345800574407157,0.0891969019701983,1.37024816453166,80.0337497205091,1072,7.44726299444834
