"n","K","p_x","icc_x","beta_1","beta_2","beta_3","beta_4","bar_W","sigma_gamma_sq","icc_yx","p.val","sd.model","p.val.null","sd.model.null","sigma.gamma.sq.model","sd.ss","beta4.ss","power.ss","K_linear","time"
30,360,0.5,0.1,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.394868908147267,0.0893821804468116,0.44578225107272,0.0899209947463261,0.155945506504918,0.08921002305557,2.36383745140696,80.022218547895,360,3.48581933577855
50,218,0.5,0.1,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.440974880145865,0.0885720461767564,0.498658696599481,0.0878380300602243,0.125975530172991,0.0892044977003447,3.03804646402014,80.0270744575297,220,3.48581933577855
100,112,0.5,0.1,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.000173668454938737,0.0894718234060213,0.0758414992734855,0.087820540003325,0.167953198066237,0.0884676920944624,4.30940941241598,80.6735587694377,112,3.48581933577855
200,56,0.5,0.1,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.00609236024928853,0.0891864490377362,0.437229088503086,0.0893177642952379,0.1694633841753,0.0887956685747399,6.0494875337972,80.3860557126437,56,3.48581933577855
30,390,0.5,0.25,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.0632574891680049,0.089331548428497,0.575361105796448,0.0877279871327546,0.163482732535873,0.0892161793346311,2.27078814226792,80.0168080287023,392,3.48581933577855
50,242,0.5,0.25,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,6.65239493827867e-05,0.0901458120799649,0.802976086858102,0.0899404154290318,0.17877781084799,0.0891582508820495,2.88645904633153,80.0677137864735,244,3.48581933577855
100,126,0.5,0.25,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.0325239547169238,0.0900904848497733,0.0144787175013796,0.0900853104705772,0.169200513036566,0.0890675221738953,4.00841011157528,80.1474189653236,128,3.48581933577855
200,66,0.5,0.25,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.00808208874281091,0.0891035792566087,0.100625774261632,0.0878051417352365,0.155610286866812,0.0882270262117307,5.64444067383121,80.8842252874212,64,3.48581933577855
30,454,0.5,0.5,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.000431698268697957,0.0895359292253533,0.806849515289717,0.0890147268471188,0.155050731554458,0.0891497686562353,2.1077922106359,80.0751666959252,456,3.48581933577855
50,296,0.5,0.5,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.0516614328635341,0.0878457649542741,0.379262404479646,0.0890915412672321,0.130394921541604,0.0891543096244034,2.61015095198435,80.0711768056772,300,3.48581933577855
