"n","K","p_x","icc_x","beta_1","beta_2","beta_3","beta_4","bar_W","sigma_gamma_sq","icc_yx","p.val","sd.model","p.val.null","sd.model.null","sigma.gamma.sq.model","sd.ss","beta4.ss","power.ss","K_linear","time"
30,46,0.5,0.1,0.9,0.1,-0.1,0.75,0.5,0.36554090374405,0.1,0.00583525363652372,0.262104752610338,0.547584894563392,0.254061645045168,0.433266714727157,0.26200497862711,0.766651798997018,81.6625500522857,44,0.48149379491806
50,28,0.5,0.1,0.9,0.1,-0.1,0.75,0.5,0.36554090374405,0.1,0.00712437055951193,0.266303839413625,0.940449478027929,0.256848371205535,0.187297432559888,0.260708304952941,0.992447209742479,82.038069073056,28,0.48149379491806
100,14,0.5,0.1,0.9,0.1,-0.1,0.75,0.5,0.36554090374405,0.1,0.00700806429601891,0.275646134007189,0.533973116002885,0.249829920024635,0.299549915948216,0.261315073475974,1.39702192175728,81.8624895092119,14,0.48149379491806
200,8,0.5,0.1,0.9,0.1,-0.1,0.75,0.5,0.36554090374405,0.1,0.0402662652478549,0.269582409377022,0.103012083444029,0.246105874869048,0.449455450801249,0.244800153200951,2.10585177270014,86.5151533826768,8,0.48149379491806
30,50,0.5,0.25,0.9,0.1,-0.1,0.75,0.5,0.36554090374405,0.1,0.230838750700628,0.255162263046544,0.746653648942744,0.263096743964168,0.210491194227995,0.262817623768744,0.730806147259432,81.4266464531564,52,0.48149379491806
50,30,0.5,0.25,0.9,0.1,-0.1,0.75,0.5,0.36554090374405,0.1,0.00536534311977388,0.301323090354256,0.173225920062929,0.266330601528589,0.296927195806225,0.265734378762602,0.922868978118934,80.5768036162885,32,0.48149379491806
100,16,0.5,0.25,0.9,0.1,-0.1,0.75,0.5,0.36554090374405,0.1,0.332127020040306,0.284653904204917,0.575020784644858,0.257918778996948,0.474840407309425,0.260254963716246,1.31746209439103,82.1690823670138,16,0.48149379491806
200,8,0.5,0.25,0.9,0.1,-0.1,0.75,0.5,0.36554090374405,0.1,0.103761988783534,0.273644628062613,0.211876903162255,0.258820716635704,0.24134882145742,0.262152353783341,1.83630005102896,81.6197993024692,8,0.48149379491806
30,58,0.5,0.5,0.9,0.1,-0.1,0.75,0.5,0.36554090374405,0.1,0.0394590448183376,0.274609461565938,0.535622874648229,0.259584227383228,0.283430613687628,0.266652480896672,0.659160096455436,80.3084080793847,64,0.48149379491806
50,38,0.5,0.5,0.9,0.1,-0.1,0.75,0.5,0.36554090374405,0.1,0.154379322984592,0.283709368935828,0.211496422142586,0.26924395698142,0.271387476096401,0.263397448575479,0.834605489265109,81.2580814844828,40,0.48149379491806
