"n","K","p_x","icc_x","beta_1","beta_2","beta_3","beta_4","bar_W","sigma_gamma_sq","icc_yx","p.val","sd.model","p.val.null","sd.model.null","sigma.gamma.sq.model","sd.ss","beta4.ss","power.ss","K_linear","time"
30,360,0.5,0.1,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.000108637061672373,0.0907123844148588,0.349304448004118,0.0877710211032576,0.159736008541113,0.08921002305557,2.36383745140696,80.022218547895,360,3.42890565395355
50,218,0.5,0.1,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.086999420712305,0.0913551933666432,0.445957215669831,0.0882891913729264,0.207805149358604,0.0892044977003447,3.03804646402014,80.0270744575297,220,3.42890565395355
100,112,0.5,0.1,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.00253959341087949,0.089538201577755,0.284727512371401,0.0892352046584173,0.138107751668515,0.0884676920944624,4.30940941241598,80.6735587694377,112,3.42890565395355
200,56,0.5,0.1,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.105021847193724,0.0911652421191517,0.5940567290488,0.0868578502597716,0.168662540560439,0.0887956685747399,6.0494875337972,80.3860557126437,56,3.42890565395355
30,390,0.5,0.25,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.0419611060090989,0.0901149863967378,0.306505057166369,0.0873597562611903,0.180461916442317,0.0892161793346311,2.27078814226792,80.0168080287023,392,3.42890565395355
50,242,0.5,0.25,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.0586201410397712,0.0901464261578274,0.902299644253576,0.0872455838107234,0.166323345197157,0.0891582508820495,2.88645904633153,80.0677137864735,244,3.42890565395355
100,126,0.5,0.25,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.253967932673143,0.0895156050241011,0.988505942459035,0.0892188803343401,0.175012987609318,0.0890675221738953,4.00841011157528,80.1474189653236,128,3.42890565395355
200,66,0.5,0.25,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.260313563589455,0.0895148387610176,0.62352519528403,0.0864538912202149,0.12964350801047,0.0882270262117307,5.64444067383121,80.8842252874212,64,3.42890565395355
30,454,0.5,0.5,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.000146168412869744,0.0885991945526027,0.396692845054392,0.0869974481604625,0.15373703993661,0.0891497686562353,2.1077922106359,80.0751666959252,456,3.42890565395355
50,296,0.5,0.5,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.00169718891099924,0.0919358157105121,0.464931228443035,0.0906145962814913,0.173951658000543,0.0891543096244034,2.61015095198435,80.0711768056772,300,3.42890565395355
100,166,0.5,0.5,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.0359338655381863,0.0928603989921601,0.839149715113812,0.0896522761541292,0.231613271468938,0.0887129468245068,3.52020623105943,80.4586118869668,166,3.42890565395355
200,90,0.5,0.5,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,5.10818093010659e-05,0.0915346278267906,0.510838526663637,0.0896868241740353,0.219494273011719,0.0886531610271339,4.78725384959148,80.5110331138203,90,3.42890565395355
30,686,0.5,1,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.0142006828748543,0.0871308090097657,0.646620096469815,0.090023712979203,0.155748774601685,0.0891381345129792,1.71516941228779,80.0853886143312,684,3.42890565395355
50,550,0.5,1,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,9.099943351318e-06,0.088328622454626,0.928615215047344,0.0863036385540474,0.164742599847878,0.0892247209879511,1.91180864379953,80.0093008724534,550,3.42890565395355
100,450,0.5,1,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.0230285286213749,0.0895881136374071,0.522946199037616,0.0857039383153787,0.175529155711416,0.0891253376489722,2.1183003085062,80.0966315468674,448,3.42890565395355
200,400,0.5,1,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.000717618644298883,0.0840244498839345,0.292701715107531,0.0888444421526133,0.151884872362948,0.0890569472686628,2.25024890373611,80.1567070461779,400,3.42890565395355
30,360,0.5,0.1,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.00362084842883479,0.0898861559565721,0.372004360739455,0.0893196547151061,0.125858540407456,0.08921002305557,2.36383745140696,80.022218547895,360,3.42890565395355
50,218,0.5,0.1,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.0054977828816998,0.0906897790311931,0.699927244332179,0.0901335758579919,0.152000424268076,0.0892044977003447,3.03804646402014,80.0270744575297,220,3.42890565395355
100,112,0.5,0.1,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.00429800535978789,0.0892942740312794,0.637124664546565,0.0874967746931011,0.128521464025823,0.0884676920944624,4.30940941241598,80.6735587694377,112,3.42890565395355
200,56,0.5,0.1,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.100319271898454,0.091329420125888,0.773253090785826,0.088194195063457,0.113980998736408,0.0887956685747399,6.0494875337972,80.3860557126437,56,3.42890565395355
30,390,0.5,0.25,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.00079462778194558,0.0905007635770327,0.998415914352513,0.0885810550318025,0.176945937098637,0.0892161793346311,2.27078814226792,80.0168080287023,392,3.42890565395355
50,242,0.5,0.25,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.00446726089118843,0.0902456486061687,0.763853379206122,0.0907266935309115,0.183525757812335,0.0891582508820495,2.88645904633153,80.0677137864735,244,3.42890565395355
100,126,0.5,0.25,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.00186644736197569,0.0893463905945482,0.604066539676609,0.089617908186542,0.155224998005106,0.0890675221738953,4.00841011157528,80.1474189653236,128,3.42890565395355
200,66,0.5,0.25,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.0455957536100268,0.0885525487957926,0.36068196289975,0.0861683728369845,0.180991543962109,0.0882270262117307,5.64444067383121,80.8842252874212,64,3.42890565395355
30,454,0.5,0.5,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,8.50554165016952e-05,0.0904257263279492,0.618204300462163,0.0891198721581497,0.172403961684299,0.0891497686562353,2.1077922106359,80.0751666959252,456,3.42890565395355
50,296,0.5,0.5,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.0163568944638753,0.0890323044652958,0.35892530928554,0.0866990039042249,0.162129579286887,0.0891543096244034,2.61015095198435,80.0711768056772,300,3.42890565395355
100,166,0.5,0.5,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,1.01461943625871e-05,0.0916015397309105,0.25883777188247,0.0911697110300532,0.190403179693434,0.0887129468245068,3.52020623105943,80.4586118869668,166,3.42890565395355
200,90,0.5,0.5,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.045267657195956,0.0897744056471808,0.598046737506031,0.0857493438708511,0.195561915819852,0.0886531610271339,4.78725384959148,80.5110331138203,90,3.42890565395355
30,686,0.5,1,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.0179895655570865,0.0940705786184038,0.497347741401543,0.0855713304296502,0.206607047233568,0.0891381345129792,1.71516941228779,80.0853886143312,684,3.42890565395355
50,550,0.5,1,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.0784679183978096,0.0905131111712918,0.0352766365142786,0.0903036808249092,0.178986938299993,0.0892247209879511,1.91180864379953,80.0093008724534,550,3.42890565395355
100,450,0.5,1,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.0188952966395214,0.0915712798813791,0.36278444776396,0.090658680526224,0.185150399641854,0.0891253376489722,2.1183003085062,80.0966315468674,448,3.42890565395355
200,400,0.5,1,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,7.468278326239e-05,0.0920533387253687,0.805576403205918,0.0848752418688625,0.188523872507353,0.0890569472686628,2.25024890373611,80.1567070461779,400,3.42890565395355
30,360,0.5,0.1,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.0263654557781341,0.0895600205866164,0.610487387112978,0.0884851165574914,0.137512091290868,0.08921002305557,2.36383745140696,80.022218547895,360,3.42890565395355
50,218,0.5,0.1,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.119076800119947,0.0904742443201747,0.964200147437227,0.089968823144678,0.184502263936774,0.0892044977003447,3.03804646402014,80.0270744575297,220,3.42890565395355
100,112,0.5,0.1,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,7.6854511723993e-05,0.0895362344432058,0.270165412348562,0.0874287962952457,0.158822216570213,0.0884676920944624,4.30940941241598,80.6735587694377,112,3.42890565395355
200,56,0.5,0.1,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.249314182536425,0.0894656607517224,0.236326400030075,0.0878921402804037,0.180745452996788,0.0887956685747399,6.0494875337972,80.3860557126437,56,3.42890565395355
30,390,0.5,0.25,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.00750480376091108,0.090576430668661,0.017617498287067,0.0890712321707613,0.189862427193736,0.0892161793346311,2.27078814226792,80.0168080287023,392,3.42890565395355
50,242,0.5,0.25,0.9,0.1,-0.1,0.25,0.5,0.173150954405076,0.05,0.000778232784778434,0.0893065803544286,0.564618452572516,0.0902377020142546,0.149563968518306,0.0891582508820495,2.88645904633153,80.0677137864735,244,3.42890565395355
